"USE THESE AUTHORS																																																																																																																																																																												"
"Maherali	 N.	 #	 Sridharan	 R.	 #	 Xie	 W.	 #	 Utikal	 J.	 #	 Eminli	 S.	 #	 Arnold	 K.	 #	 Stadtfeld	 M.	 #	 Yachechko	 R.	 #	 Tchieu	 J.	 #	 Jaenisch	 R.	 #	 Plath	 K.	 #	 Hochedlinger	 K.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Julian	 L.M.	 #	 Vandenbosch	 R.	 #	 Pakenham	 C.A.	 #	 Andrusiak	 M.G.	 #	 Nguyen	 A.P.	 #	 McClellan	 K.A.	 #	 Svoboda	 D.S.	 #	 Lagace	 D.C.	 #	 Park	 D.S.	 #	 Leone	 G.	 #	 Blais	 A.	 #	 Slack	 R.S.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Gao	 Y.	 #	 Chen	 J.	 #	 Li	 K.	 #	 Wu	 T.	 #	 Huang	 B.	 #	 Liu	 W.	 #	 Kou	 X.	 #	 Zhang	 Y.	 #	 Huang	 H.	 #	 Jiang	 Y.	 #	 Yao	 C.	 #	 Liu	 X.	 #	 Lu	 Z.	 #	 Xu	 Z.	 #	 Kang	 L.	 #	 Chen	 J.	 #	 Wang	 H.	 #	 Cai	 T.	 #	 Gao	 S.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Vincent	 J.J.	 #	 Huang	 Y.	 #	 Chen	 P.-Y.	 #	 Feng	 S.	 #	 Calvopiña	 J.H.	 #	 Nee	 K.	 #	 Lee	 S.A.	 #	 Le	 T.	 #	 Yoon	 A.J.	 #	 Faull	 K.	 #	 Fan	 G.	 #	 Rao	 A.	 #	 Jacobsen	 S.E.	 #	 Pellegrini	 M.	 #	 Clark	 A.T.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Pucci	 F.	 #	 Gardano	 L.	 #	 Harrington	 L.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Kondo	 T.	 #	 Asai	 M.	 #	 Tsukita	 K.	 #	 Kutoku	 Y.	 #	 Ohsawa	 Y.	 #	 Sunada	 Y.	 #	 Imamura	 K.	 #	 Egawa	 N.	 #	 Yahata	 N.	 #	 Okita	 K.	 #	 Takahashi	 K.	 #	 Asaka	 I.	 #	 Aoi	 T.	 #	 Watanabe	 A.	 #	 Watanabe	 K.	 #	 Kadoya	 C.	 #	 Nakano	 R.	 #	 Watanabe	 D.	 #	 Maruyama	 K.	 #	 Hori	 O.	 #	 Hibino	 S.	 #	 Choshi	 T.	 #	 Nakahata	 T.	 #	 Hioki	 H.	 #	 Kaneko	 T.	 #	 Naitoh	 M.	 #	 Yoshikawa	 K.	 #	 Yamawaki	 S.	 #	 Suzuki	 S.	 #	 Hata	 R.	 #	 Ueno	 S.-I.	 #	 Seki	 T.	 #	 Kobayashi	 K.	 #	 Toda	 T.	 #	 Murakami	 K.	 #	 Irie	 K.	 #	 Klein	 W.L.	 #	 Mori	 H.	 #	 Asada	 T.	 #	 Takahashi	 R.	 #	 Iwata	 N.	 #	 Yamanaka	 S.	 #	 Inoue	 H.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Karwacki-Neisius	 V.	 #	 Göke	 J.	 #	 Osorno	 R.	 #	 Halbritter	 F.	 #	 Ng	 J.H.	 #	 Weiße	 A.Y.	 #	 Wong	 F.C.K.	 #	 Gagliardi	 A.	 #	 Mullin	 N.P.	 #	 Festuccia	 N.	 #	 Colby	 D.	 #	 Tomlinson	 S.R.	 #	 Ng	 H.-H.	 #	 Chambers	 I.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Wakao	 H.	 #	 Yoshikiyo	 K.	 #	 Koshimizu	 U.	 #	 Furukawa	 T.	 #	 Enomoto	 K.	 #	 Matsunaga	 T.	 #	 Tanaka	 T.	 #	 Yasutomi	 Y.	 #	 Yamada	 T.	 #	 Minakami	 H.	 #	 Tanaka	 J.	 #	 Oda	 A.	 #	 Sasaki	 T.	 #	 Wakao	 R.	 #	 Lantz	 O.	 #	 Udagawa	 T.	 #	 Sekiya	 Y.	 #	 Higuchi	 K.	 #	 Harada	 N.	 #	 Nishimura	 K.	 #	 Ohtaka	 M.	 #	 Nakanishi	 M.	 #	 Fujita	 H.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Maroof	 A.M.	 #	 Keros	 S.	 #	 Tyson	 J.A.	 #	 Ying	 S.-W.	 #	 Ganat	 Y.M.	 #	 Merkle	 F.T.	 #	 Liu	 B.	 #	 Goulburn	 A.	 #	 Stanley	 E.G.	 #	 Elefanty	 A.G.	 #	 Widmer	 H.R.	 #	 Eggan	 K.	 #	 Goldstein	 P.A.	 #	 Anderson	 S.A.	 #	 Studer	 L.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Nicholas	 C.R.	 #	 Chen	 J.	 #	 Tang	 Y.	 #	 Southwell	 D.G.	 #	 Chalmers	 N.	 #	 Vogt	 D.	 #	 Arnold	 C.M.	 #	 Chen	 Y.-J.J.	 #	 Stanley	 E.G.	 #	 Elefanty	 A.G.	 #	 Sasai	 Y.	 #	 Alvarez-Buylla	 A.	 #	 Rubenstein	 J.L.R.	 #	 Kriegstein	 A.R.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Chan	 S.S.-K.	 #	 Shi	 X.	 #	 Toyama	 A.	 #	 Arpke	 R.W.	 #	 Dandapat	 A.	 #	 Iacovino	 M.	 #	 Kang	 J.	 #	 Le	 G.	 #	 Hagen	 H.R.	 #	 Garry	 D.J.	 #	 Kyba	 M.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Bu	 P.	 #	 Chen	 K.-Y.	 #	 Chen	 J.H.	 #	 Wang	 L.	 #	 Walters	 J.	 #	 Shin	 Y.J.	 #	 Goerger	 J.P.	 #	 Sun	 J.	 #	 Witherspoon	 M.	 #	 Rakhilin	 N.	 #	 Li	 J.	 #	 Yang	 H.	 #	 Milsom	 J.	 #	 Lee	 S.	 #	 Zipfel	 W.	 #	 Jin	 M.M.	 #	 Gümü_	 Z.H.	 #	 Lipkin	 S.M.	 #	 Shen	 X.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Ramos	 A.D.	 #	 Diaz	 A.	 #	 Nellore	 A.	 #	 Delgado	 R.N.	 #	 Park	 K.-Y.	 #	 Gonzales-Roybal	 G.	 #	 Oldham	 M.C.	 #	 Song	 J.S.	 #	 Lim	 D.A.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Apostolou E.	 Ferrari F.	 #	 Walsh R.M.	 Bar-Nur	 #	 O.	 Stadtfeld M.	 #	 Cheloufi S.	 Stuart H.T.	 #	 Polo J.M.	 Ohsumi T.K.	 #	 Borowsky M.L.	 Kharchenko P.V.	 #	 Park P.J.	 Hochedlinger K.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Yang	 Y.M.	 #	 Gupta	 S.K.	 #	 Kim	 K.J.	 #	 Powers	 B.E.	 #	 Cerqueira	 A.	 #	 Wainger	 B.J.	 #	 Ngo	 H.D.	 #	 Rosowski	 K.A.	 #	 Schein	 P.A.	 #	 Ackeifi	 C.A.	 #	 Arvanites	 A.C.	 #	 Davidow	 L.S.	 #	 Woolf	 C.J.	 #	 Rubin	 L.L.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Tulpule	 A.	 #	 Kelley	 J.M.	 #	 Lensch	 M.W.	 #	 McPherson	 J.	 #	 Park	 I.H.	 #	 Hartung	 O.	 #	 Nakamura	 T.	 #	 Schlaeger	 T.M.	 #	 Shimamura	 A.	 #	 Daley	 G.Q.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Asada	 N.	 #	 Katayama	 Y.	 #	 Sato	 M.	 #	 Minagawa	 K.	 #	 Wakahashi	 K.	 #	 Kawano	 H.	 #	 Kawano	 Y.	 #	 Sada	 A.	 #	 Ikeda	 K.	 #	 Matsui	 T.	 #	 Tanimoto	 M.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Goldman	 O.	 #	 Han	 S.	 #	 Sourrisseau	 M.	 #	 Dziedzic	 N.	 #	 Hamou	 W.	 #	 Corneo	 B.	 #	 D'Souza	 S.	 #	 Sato	 T.	 #	 Kotton	 D.N.	 #	 Bissig	 K.-D.	 #	 Kalir	 T.	 #	 Jacobs	 A.	 #	 Evans	 T.	 #	 Evans	 M.J.	 #	 Gouon-Evans	 V.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Myant	 K.B.	 #	 Cammareri	 P.	 #	 McGhee	 E.J.	 #	 Ridgway	 R.A.	 #	 Huels	 D.J.	 #	 Cordero	 J.B.	 #	 Schwitalla	 S.	 #	 Kalna	 G.	 #	 Ogg	 E.-L.	 #	 Athineos	 D.	 #	 Timpson	 P.	 #	 Vidal	 M.	 #	 Murray	 G.I.	 #	 Greten	 F.R.	 #	 Anderson	 K.I.	 #	 Sansom	 O.J.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Morimoto	 H.	 #	 Iwata	 K.	 #	 Ogonuki	 N.	 #	 Inoue	 K.	 #	 Atsuo	 O.	 #	 Kanatsu-Shinohara	 M.	 #	 Morimoto	 T.	 #	 Yabe-Nishimura	 C.	 #	 Shinohara	 T.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Benraiss	 A.	 #	 Toner	 M.J.	 #	 Xu	 Q.	 #	 Bruel-Jungerman	 E.	 #	 Rogers	 E.H.	 #	 Wang	 F.	 #	 Economides	 A.N.	 #	 Davidson	 B.L.	 #	 Kageyama	 R.	 #	 Nedergaard	 M.	 #	 Goldman	 S.A.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Filipczyk	 A.	 #	 Gkatzis	 K.	 #	 Fu	 J.	 #	 Hoppe	 P.S.	 #	 Lickert	 H.	 #	 Anastassiadis	 K.	 #	 Schroeder	 T.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Faddah	 D.A.	 #	 Wang	 H.	 #	 Cheng	 A.W.	 #	 Katz	 Y.	 #	 Buganim	 Y.	 #	 Jaenisch	 R.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Zhang	 H.	 #	 Jiao	 W.	 #	 Sun	 L.	 #	 Fan	 J.	 #	 Chen	 M.	 #	 Wang	 H.	 #	 Xu	 X.	 #	 Shen	 A.	 #	 Li	 T.	 #	 Niu	 B.	 #	 Ge	 S.	 #	 Li	 W.	 #	 Cui	 J.	 #	 Wang	 G.	 #	 Sun	 J.	 #	 Fan	 X.	 #	 Hu	 X.	 #	 Mrsny	 R.J.	 #	 Hoffman	 A.R.	 #	 Hu	 J.-F.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Wei	 Z.	 #	 Gao	 F.	 #	 Kim	 S.	 #	 Yang	 H.	 #	 Lyu	 J.	 #	 An	 W.	 #	 Wang	 K.	 #	 Lu	 W.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Gu	 B.	 #	 Watanabe	 K.	 #	 Sun	 P.	 #	 Fallahi	 M.	 #	 Dai	 X.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Feng	 W.	 #	 Khan	 M.A.	 #	 Bellvis	 P.	 #	 Zhu	 Z.	 #	 Bernhardt	 O.	 #	 Herold-Mende	 C.	 #	 Liu	 H.-K.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Chen	 H.	 #	 Chen	 X.	 #	 Zheng	 Y.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Song	 S.J.	 #	 Ito	 K.	 #	 Ala	 U.	 #	 Kats	 L.	 #	 Webster	 K.	 #	 Sun	 S.M.	 #	 Jongen-Lavrencic	 M.	 #	 Manova-Todorova	 K.	 #	 Teruya-Feldstein	 J.	 #	 Avigan	 D.E.	 #	 Delwel	 R.	 #	 Pandolfi	 P.P.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Oguro	 H.	 #	 Ding	 L.	 #	 Morrison	 S.J.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Choudhury	 S.	 #	 Almendro	 V.	 #	 Merino	 V.F.	 #	 Wu	 Z.	 #	 Maruyama	 R.	 #	 Su	 Y.	 #	 Martins	 F.C.	 #	 Jo Fackler	 M.	 #	 Bessarabova	 M.	 #	 Kowalczyk	 A.	 #	 Conway	 T.	 #	 Beresford-Smith	 B.	 #	 Macintyre	 G.	 #	 Cheng	 Y.-K.	 #	 Lopez-Bujanda	 Z.	 #	 Kaspi	 A.	 #	 Hu	 R.	 #	 Robens	 J.	 #	 Nikolskaya	 T.	 #	 Haakensen	 V.D.	 #	 Schnitt	 S.J.	 #	 Argani	 P.	 #	 Ethington	 G.	 #	 Panos	 L.	 #	 Grant	 M.	 #	 Clark	 J.	 #	 Herlihy	 W.	 #	 Lin	 S.J.	 #	 Chew	 G.	 #	 Thompson	 E.W.	 #	 Greene-Colozzi	 A.	 #	 Richardson	 A.L.	 #	 Rosson	 G.D.	 #	 Pike	 M.	 #	 Garber	 J.E.	 #	 Nikolsky	 Y.	 #	 Blum	 J.L.	 #	 Au	 A.	 #	 Hwang	 E.S.	 #	 Tamimi	 R.M.	 #	 Michor	 F.	 #	 Haviv	 I.	 #	 Liu	 X.S.	 #	 Sukumar	 S.	 #	 Polyak	 K.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Anjos-Afonso	 F.	 #	 Currie	 E.	 #	 Palmer	 H.G.	 #	 Foster	 K.E.	 #	 Taussig	 D.C.	 #	 Bonnet	 D.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Guezguez	 B.	 #	 Campbell	 C.J.V.	 #	 Boyd	 A.L.	 #	 Karanu	 F.	 #	 Casado	 F.L.	 #	 Di Cresce	 C.	 #	 Collins	 T.J.	 #	 Shapovalova	 Z.	 #	 Xenocostas	 A.	 #	 Bhatia	 M.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Oh	 P.	 #	 Lobry	 C.	 #	 Gao	 J.	 #	 Tikhonova	 A.	 #	 Loizou	 E.	 #	 Manent	 J.	 #	 Van Handel	 B.	 #	 Ibrahim	 S.	 #	 Greve	 J.	 #	 Mikkola	 H.	 #	 Artavanis-Tsakonas	 S.	 #	 Aifantis	 I.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Pereira	 C.-F.	 #	 Chang	 B.	 #	 Qiu	 J.	 #	 Niu	 X.	 #	 Papatsenko	 D.	 #	 Hendry	 C.E.	 #	 Clark	 N.R.	 #	 Nomura-Kitabayashi	 A.	 #	 Kovacic	 J.C.	 #	 Ma'Ayan	 A.	 #	 Schaniel	 C.	 #	 Lemischka	 I.R.	 #	 Moore	 K.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Parent	 A.V.	 #	 Russ	 H.A.	 #	 Khan	 I.S.	 #	 Laflam	 T.N.	 #	 Metzger	 T.C.	 #	 Anderson	 M.S.	 #	 Hebrok	 M.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Sun	 X.	 #	 Xu	 J.	 #	 Lu	 H.	 #	 Liu	 W.	 #	 Miao	 Z.	 #	 Sui	 X.	 #	 Liu	 H.	 #	 Su	 L.	 #	 Du	 W.	 #	 He	 Q.	 #	 Chen	 F.	 #	 Shi	 Y.	 #	 Deng	 H.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Zhang	 R.-R.	 #	 Cui	 Q.-Y.	 #	 Murai	 K.	 #	 Lim	 Y.C.	 #	 Smith	 Z.D.	 #	 Jin	 S.	 #	 Ye	 P.	 #	 Rosa	 L.	 #	 Lee	 Y.K.	 #	 Wu	 H.-P.	 #	 Liu	 W.	 #	 Xu	 Z.-M.	 #	 Yang	 L.	 #	 Ding	 Y.-Q.	 #	 Tang	 F.	 #	 Meissner	 A.	 #	 Ding	 C.	 #	 Shi	 Y.	 #	 Xu	 G.-L.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Yoshioka	 N.	 #	 Gros	 E.	 #	 Li	 H.-R.	 #	 Kumar	 S.	 #	 Deacon	 D.C.	 #	 Maron	 C.	 #	 Muotri	 A.R.	 #	 Chi	 N.C.	 #	 Fu	 X.-D.	 #	 Yu	 B.D.	 #	 Dowdy	 S.F.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Schepers	 K.	 #	 Pietras	 E.M.	 #	 Reynaud	 D.	 #	 Flach	 J.	 #	 Binnewies	 M.	 #	 Garg	 T.	 #	 Wagers	 A.J.	 #	 Hsiao	 E.C.	 #	 Passegué	 E.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Kessenbrock	 K.	 #	 Dijkgraaf	 G.J.P.	 #	 Lawson	 D.A.	 #	 Littlepage	 L.E.	 #	 Shahi	 P.	 #	 Pieper	 U.	 #	 Werb	 Z.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Folgueras	 A.R.	 #	 Guo	 X.	 #	 Pasolli	 H.A.	 #	 Stokes	 N.	 #	 Polak	 L.	 #	 Zheng	 D.	 #	 Fuchs	 E.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Yu	 B.	 #	 He	 Z.-Y.	 #	 You	 P.	 #	 Han	 Q.-W.	 #	 Xiang	 D.	 #	 Chen	 F.	 #	 Wang	 M.-J.	 #	 Liu	 C.-C.	 #	 Lin	 X.-W.	 #	 Borjigin	 U.	 #	 Zi	 X.-Y.	 #	 Li	 J.-X.	 #	 Zhu	 H.-Y.	 #	 Li	 W.-L.	 #	 Han	 C.-S.	 #	 Wangensteen	 K.J.	 #	 Shi	 Y.	 #	 Hui	 L.-J.	 #	 Wang	 X.	 #	 Hu	 Y.-P.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Montserrat	 N.	 #	 Nivet	 E.	 #	 Sancho-Martinez	 I.	 #	 Hishida	 T.	 #	 Kumar	 S.	 #	 Miquel	 L.	 #	 Cortina	 C.	 #	 Hishida	 Y.	 #	 Xia	 Y.	 #	 Esteban	 C.R.	 #	 Belmonte	 J.C.I.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
